PC1,PC2,PC3,PC4,PC5,tc_kelvin
1.924683724499219,-0.2523984976486911,0.3523406401258646,0.3548538474346845,0.01029481976141659,26.5
1.9278205894765923,-0.24826868020420817,0.3488226104383147,0.3512512108287751,0.010289577597978486,19.0
1.9477185857715165,-0.22207211363159632,0.32650678167530334,0.32839869713992753,0.010256325115335101,26.0
2.0074125746563385,-0.14348241391377656,0.2595592953863182,0.25984115607336616,0.010156567667383619,23.0
2.0870045598361022,-0.03869614762335264,0.17029598033433938,0.16843110131794756,0.010023557736781577,23.0
2.285984522785502,0.22326951810271245,-0.052862307295620845,-0.060094035570587886,0.009691032910276235,11.0
1.593946963620945,-0.4249691142552628,0.10260638541048617,0.16292227360057762,0.022976509619326985,33.0
1.6068675226087523,-0.4079586435192995,0.08811583180799007,0.14808322916816938,0.022954917462146486,36.0
1.6197880815965597,-0.39094817278333616,0.07362527820549407,0.13324418473576108,0.022933325304965987,31.0
1.645629199572175,-0.35692723131140935,0.04464417100050177,0.10356609587094441,0.022890140990605042,33.0
2.020638311698973,-0.1260701631638257,0.2447264811304025,0.2446516197837832,0.01013446551272285,26.0
1.926252156987882,-0.2503335889264578,0.350581625282075,0.35305252913172386,0.010292198679694014,27.0
1.9199784270330928,-0.25859322381547306,0.3576176846571564,0.3602578023435018,0.010302683006526817,26.0
1.9121362645896058,-0.2689177674267431,0.366412758876009,0.3692643938582248,0.01031578841506793,27.0
2.087313305173375,-0.03828967112883543,0.16994971893314695,0.1680765124969528,0.010023041777846815,82.0
1.94771858577152,-0.2220721136315969,0.32650678167530817,0.3283986971399252,0.010256325115335268,29.025
1.6068675226087523,-0.4079586435192995,0.08811583180799007,0.14808322916816938,0.022954917462146486,36.026666666666664
1.5810264046331373,-0.44197958499122625,0.11709693901298236,0.17776131803298598,0.02299810177650751,14.8
1.593946963620945,-0.4249691142552628,0.10260638541048617,0.16292227360057762,0.022976509619326985,30.0
1.626248361090464,-0.38244293741535434,0.06638000140424592,0.1258246625195568,0.02292252922637576,35.5
1.6327086405843674,-0.3739377020473728,0.05913472460299791,0.11840514030335285,0.02291173314778549,23.3
1.645629199572175,-0.35692723131140935,0.04464417100050177,0.10356609587094441,0.022890140990605042,18.2
1.6585497585599824,-0.33991676057544623,0.03015361739800601,0.08872705143853644,0.02286854883342447,18.3
1.6714703175477896,-0.3229062898394829,0.01566306379550997,0.07388800700612815,0.022846956676244007,18.3
1.6133278021026565,-0.3994534081513177,0.08087055500674194,0.14066370695196515,0.022944121383556178,37.5
1.1769929031644943,-0.8498594696712765,-0.1830038096833988,-0.2978513780269527,0.036666974012510054,20.0
2.4026420729574505,0.37685419235726164,-0.18369507432200627,-0.1940732675845417,0.009496080961062511,90.83333333333331
2.2723617887647984,0.2053346037834732,-0.03758425642136371,-0.04444855493659447,0.009713798505362383,92.0
2.423957713224735,0.40491714809525403,-0.20760080689565713,-0.21855392150438704,0.009460459386524763,93.2
2.4788458927705728,0.4771797934495188,-0.26915852344669366,-0.2815920714685871,0.009368733153842118,94.4
2.533734072316413,0.5494424388037846,-0.3307162399977314,-0.3446302214327882,0.00927700692115954,93.2
2.588622251862253,0.62170508415805,-0.39227395654876845,-0.40766837139698886,0.009185280688476953,80.5
2.238112211794865,0.16024356497346925,0.0008270330138659764,-0.0051134925041084476,0.009771034593212604,48.0
2.595429394640617,0.6306669799348628,-0.39990824446176143,-0.41548626025467783,0.009173904950247709,91.43846153846154
2.163127958744139,0.06152357589396478,0.08492272416778693,0.08100465948921226,0.009896344324739015,90.0
2.2095299616726645,0.12261380532216645,0.03288235104356808,0.02771274047402923,0.009818799743140953,92.0
2.31151627788906,0.2568831700690613,-0.08149646052715043,-0.0894168263861067,0.009648365586841536,80.0
2.434396370263473,0.4186600883386116,-0.21930787928321,-0.23054254334022858,0.00944301485306869,85.0
2.079565150579398,-0.04849044936938418,0.17863936228142527,0.17697513757948047,0.010035990085424664,8.0
2.0383274226423507,-0.10278168900945844,0.22488794236846552,0.22433597372649747,0.010104904402848848,13.0
2.0307531460824846,-0.1127535493515128,0.23338257952730948,0.23303490281472491,0.010117562134620632,91.0
2.0260153269994583,-0.11899109162349635,0.23869609742125722,0.23847620825298677,0.010125479728157388,94.0
2.0246282681235805,-0.12081721419601375,0.24025169969896748,0.24006922201569922,0.01012779770784347,93.0
2.0171007463572943,-0.13072751984459866,0.24869390082596698,0.24871445401078962,0.010140377305468478,93.0
2.0085446191322602,-0.1419920287495121,0.25828969465355006,0.25854102205489854,0.01015467585432184,91.0
2.5684144350872353,0.5951006256192585,-0.3696106605997215,-0.3844600341037334,0.009219050926784182,18.0
2.6057464600605638,0.644249839590753,-0.4114789504683122,-0.4273352361637807,0.009156663614296243,68.6
2.528421698430459,0.5424484704614876,-0.32475835236891043,-0.3385290494781059,0.009285884680400107,40.0
2.1142688961137215,-0.0028014781416692567,0.13971871764468483,0.13711847019838888,0.009977995015007337,95.5
2.5690944142487644,0.5959958473847542,-0.3703732649497357,-0.38524097872080176,0.009217914581448862,94.0
2.5385215352360744,0.5557453393184807,-0.3360854340181124,-0.3501285419814892,0.009269006365459515,88.0
2.01497595706758,-0.13352489618620114,0.2510768761388514,0.2511547387313909,0.010143928141338888,28.0
1.6068675226087523,-0.4079586435192995,0.08811583180799007,0.14808322916816938,0.022954917462146486,36.266666666666666
1.6585497585599824,-0.33991676057544623,0.03015361739800601,0.08872705143853644,0.02286854883342447,26.0
2.05768390718423,-0.07729804591309716,0.20317942518475293,0.20210537716769378,0.010072556866098696,88.0
1.94771858577152,-0.2220721136315969,0.32650678167530817,0.3283986971399252,0.010256325115335268,28.0
1.6068675226087523,-0.4079586435192995,0.08811583180799007,0.14808322916816938,0.022954917462146486,34.7
1.6181123039185226,-0.3931544060569228,0.07550468189788734,0.1351687871811123,0.022936125776296754,21.0
1.6196723873369376,-0.3911004892442172,0.07375503063123214,0.1333770576447995,0.022933518647114865,12.0
1.619780925250604,-0.3909575944200916,0.07363330412873553,0.13325240367858818,0.022933337264274083,22.0
1.6198575475064432,-0.3908567179300027,0.0735473713988568,0.13316440430797413,0.022933209217198717,32.0
1.6198894631642706,-0.390814699595966,0.07351157762623878,0.1331277497123767,0.022933155881433544,30.0
1.6200340809887988,-0.3906243040198651,0.07334938709406642,0.13296165857607903,0.022932914203747514,16.0
1.6200117174076862,-0.39065374663472563,0.07337446810419578,0.13298734277241328,0.022932951576585463,21.0
1.619615732931452,-0.39117507720186534,0.07381856919022789,0.13344212427551447,0.02293361332497117,29.0
1.6179654497358826,-0.39334774589451055,0.07566938053107335,0.13533744673704412,0.022936371191266677,36.0
1.6166758165583892,-0.39504560335149697,0.07711571878189218,0.13681856872568204,0.02293852635826058,35.0
1.614320186014528,-0.3981468921168593,0.0797575851822318,0.13952397073961012,0.022942462963867965,32.0
1.61256091763367,-0.40046304448592746,0.08173062464577666,0.14154446085127798,0.022945402960460874,30.0
2.199058818015842,0.10882809505107642,0.04462585754214923,0.03973867264370861,0.009836298566520874,51.0
2.1991910939666126,0.10900224202039648,0.044477508561523486,0.03958675594160076,0.009836077513923774,41.9
2.198952997255226,0.10868877747562047,0.0447445367266498,0.03986020600539484,0.009836475408598553,86.6
2.1989794524453803,0.10872360686948443,0.04471486693052471,0.03982982266497332,0.00983643119807913,74.10000000000001
2.1990323628256885,0.1087932656572125,0.044655527338274374,0.03976905598413018,0.009836342777040314,66.825
2.1989265420650725,0.10865394808175638,0.04477420652277502,0.03989058934581648,0.00983651961911799,90.18623188405796
2.2093113929549903,0.12232605021967446,0.03312747834202879,0.027963762965870262,0.009819165003661895,89.5
2.1992788456594443,0.10911777089220046,0.04437909404169649,0.03948597460000625,0.009835930867919814,72.0
2.1989265420650725,0.10865394808175638,0.04477420652277502,0.03989058934581648,0.00983651961911799,92.0
2.1989265420650725,0.10865394808175638,0.04477420652277502,0.03989058934581648,0.00983651961911799,90.97058823529412
2.196203213666862,0.10506856930163715,0.047828450241541094,0.04301828615391955,0.00984107070199943,94.5
2.128743699140159,0.016255221612760315,0.12348506170626224,0.12049440265902406,0.009953805487108594,85.0
2.1397986384949794,0.03080952398934266,0.11108682170406638,0.10779799096053962,0.009935331055128114,90.5
2.1835375752434443,0.08839371243536967,0.062033107536753465,0.05756455861065165,0.009862236849368735,275.0
2.1989265420650725,0.10865394808175638,0.04477420652277502,0.03989058934581648,0.00983651961911799,89.79375
2.247074707459471,0.17204307537916005,-0.009224507632530434,-0.015406767858360019,0.009756056942841424,77.3
2.013874665600314,-0.13497479369399223,0.2523119870232523,0.2524195534372569,0.010145768561593499,69.0
2.0493615539270933,-0.08825478135066306,0.21251303885311235,0.21166345974611656,0.010086464744218336,84.3
1.7091479895677542,-0.5361605481192239,0.5940664140048644,0.6023930096673085,0.01065501172144382,86.4
2.1203353305806516,0.005185243335995135,0.1329151425128325,0.13015127236383586,0.009967857109467904,88.8
2.155822218907431,0.05190525567932417,0.09311619434269254,0.08939517867269559,0.009908553292092729,73.6
2.1913091072342104,0.09862526802265326,0.053317246172552686,0.048639084981555315,0.00984924947471752,62.5
2.0848484422538722,-0.04153476900733422,0.1727140906829727,0.17090736605497647,0.010027160926843096,93.1
2.0899369222884325,-0.03483556653473956,0.16700730255053892,0.1650633324185433,0.010018657327206297,92.0
1.7055699378028721,-0.07520747090761162,-0.2916693792197751,0.04336814759222293,0.01887930579654979,22.0
1.8696099480747836,0.14075824674366397,-0.47564211322007893,-0.14502904198871103,0.01860517077738978,6.16
2.574198901637716,0.6027161242267857,-0.3760980055118647,-0.3911033965342113,0.009209384231165052,89.72
2.57596810938756,0.6050453622019353,-0.3780821920905765,-0.39313530184379336,0.009206427624422642,90.675
2.591672313013698,0.6257206206382082,-0.39569463475995353,-0.41117131527043776,0.009180183587039278,92.06666666666666
2.20487133835499,0.11648052767605524,0.03810704998749958,0.03306309090933634,0.009826584988888814,90.9753947368421
2.482478400967886,0.4819621464767247,-0.2732324226328154,-0.2857639459665772,0.00936266269760027,89.5
2.403579686802616,0.3780886012469913,-0.1847466188948563,-0.19515010129754012,0.009494514070223,92.5
2.4092153092429927,0.3855081401919722,-0.19106703344756765,-0.20162251877389986,0.009485096115035662,90.0
2.44061377712509,0.42684557145686625,-0.22628077166981675,-0.23768313042790448,0.009432624650420494,90.0
2.19941285070761,0.10929419429249208,0.04422880585870955,0.039332072058655104,0.009835706925746306,58.95
2.1982249607967717,0.1077302862150687,0.04556103788079983,0.04069634361876097,0.009837692064755528,88.0
